epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,579.331,1.60839,0.9265,1.28725,0.98708,0.99124,0.98969,0.53513,1.54535,1.04238,1.35864,0.0010025,0.0010025,0.0010025
18,613.338,1.55598,0.91446,1.26908,0.99057,0.9937,0.99065,0.54361,1.53163,0.93355,1.36764,0.000987031,0.000987031,0.000987031
19,647.758,1.5873,0.87956,1.27384,0.98797,0.99421,0.9909,0.5278,1.57084,0.87015,1.37137,0.000971562,0.000971562,0.000971562
20,681.995,1.56229,0.94965,1.29241,0.9895,0.99237,0.99136,0.53486,1.57099,0.94317,1.34147,0.000956094,0.000956094,0.000956094
21,716.113,1.57754,0.88591,1.26063,0.99198,0.98953,0.99175,0.53489,1.54425,0.88789,1.33298,0.000940625,0.000940625,0.000940625
22,750.117,1.56785,0.87326,1.29064,0.99291,0.99424,0.99257,0.53261,1.57559,0.86577,1.34224,0.000925156,0.000925156,0.000925156
23,784.634,1.56452,0.87409,1.25038,0.98869,0.99372,0.99126,0.53404,1.55192,0.85945,1.34482,0.000909688,0.000909688,0.000909688
24,819.731,1.55553,0.84097,1.25513,0.99214,0.99464,0.98852,0.53998,1.52929,0.85781,1.35557,0.000894219,0.000894219,0.000894219
25,855.376,1.54213,0.86331,1.27209,0.9902,0.99388,0.98874,0.54794,1.49903,0.84583,1.33698,0.00087875,0.00087875,0.00087875
26,890.417,1.52356,0.81276,1.23773,0.99268,0.99528,0.99121,0.55138,1.50517,0.83167,1.33098,0.000863281,0.000863281,0.000863281
27,926.176,1.52619,0.81691,1.26261,0.99019,0.99293,0.98975,0.54125,1.55231,0.84169,1.35358,0.000847813,0.000847813,0.000847813
28,960.546,1.50966,0.79107,1.26585,0.9913,0.99322,0.99122,0.54202,1.54924,0.85101,1.32762,0.000832344,0.000832344,0.000832344
29,994.755,1.53247,0.81001,1.24791,0.99238,0.99567,0.99225,0.55009,1.52574,0.83018,1.31621,0.000816875,0.000816875,0.000816875
30,1028.42,1.51431,0.8037,1.24002,0.99047,0.99478,0.9924,0.56469,1.48844,0.81278,1.31605,0.000801406,0.000801406,0.000801406
31,1062.31,1.53295,0.80839,1.26486,0.99011,0.9927,0.99143,0.56359,1.49867,0.84011,1.3283,0.000785938,0.000785938,0.000785938
32,1096.3,1.49081,0.7828,1.27306,0.9925,0.99338,0.99199,0.55954,1.51032,0.80416,1.34708,0.000770469,0.000770469,0.000770469
33,1129.91,1.5166,0.79031,1.27796,0.99352,0.99332,0.99266,0.55824,1.48429,0.82024,1.32061,0.000755,0.000755,0.000755
34,1163.72,1.52333,0.77716,1.27399,0.99164,0.99413,0.99214,0.56618,1.46604,0.79477,1.30426,0.000739531,0.000739531,0.000739531
35,1197.82,1.51289,0.77275,1.22224,0.99395,0.99648,0.99213,0.5638,1.48321,0.76122,1.31293,0.000724062,0.000724062,0.000724062
36,1231.54,1.52429,0.77756,1.25803,0.99331,0.99718,0.99251,0.5626,1.48121,0.76771,1.30623,0.000708594,0.000708594,0.000708594
37,1265.2,1.479,0.77819,1.24366,0.98801,0.99514,0.99211,0.55702,1.4966,0.79179,1.30569,0.000693125,0.000693125,0.000693125
38,1299.01,1.50922,0.76533,1.24908,0.98844,0.99616,0.99327,0.57506,1.45186,0.7552,1.29858,0.000677656,0.000677656,0.000677656
39,1332.67,1.48594,0.76553,1.265,0.98445,0.99397,0.99219,0.57246,1.46386,0.78146,1.30515,0.000662188,0.000662188,0.000662188
40,1366.72,1.50866,0.74826,1.2262,0.98745,0.99416,0.99201,0.56673,1.47992,0.7484,1.31685,0.000646719,0.000646719,0.000646719
41,1400.57,1.49709,0.74609,1.22118,0.99218,0.99572,0.99285,0.58063,1.43376,0.73613,1.27624,0.00063125,0.00063125,0.00063125
42,1436.21,1.47726,0.72737,1.2195,0.9929,0.9953,0.99192,0.58078,1.43981,0.71534,1.28167,0.000615781,0.000615781,0.000615781
43,1471,1.47052,0.72899,1.23022,0.99423,0.99617,0.99266,0.5913,1.42384,0.69709,1.27302,0.000600313,0.000600313,0.000600313
44,1504.82,1.48137,0.72209,1.23303,0.99474,0.99732,0.99328,0.5872,1.43558,0.70564,1.27448,0.000584844,0.000584844,0.000584844
45,1540.75,1.46529,0.7096,1.20372,0.99327,0.9955,0.99398,0.57098,1.46575,0.7077,1.30236,0.000569375,0.000569375,0.000569375
46,1575.99,1.46684,0.71451,1.21505,0.9922,0.99732,0.99414,0.58927,1.40554,0.70795,1.26619,0.000553906,0.000553906,0.000553906
47,1611.21,1.46983,0.70996,1.2248,0.98658,0.99643,0.99378,0.58902,1.41222,0.70927,1.26726,0.000538438,0.000538438,0.000538438
48,1646.4,1.4829,0.72747,1.2359,0.99305,0.99732,0.99432,0.57999,1.44463,0.70875,1.29196,0.000522969,0.000522969,0.000522969
49,1682.18,1.46416,0.71195,1.22652,0.99471,0.99711,0.99428,0.59193,1.41315,0.70054,1.27723,0.0005075,0.0005075,0.0005075
50,1716.81,1.44345,0.71784,1.24997,0.99423,0.99669,0.99458,0.59457,1.40875,0.68189,1.27117,0.000492031,0.000492031,0.000492031
51,1752.14,1.42592,0.68667,1.19665,0.99365,0.9971,0.99465,0.59382,1.39999,0.67305,1.26848,0.000476562,0.000476562,0.000476562
52,1787.21,1.44798,0.69959,1.25352,0.99368,0.99733,0.9939,0.58602,1.40636,0.68178,1.26948,0.000461094,0.000461094,0.000461094
53,1822.14,1.45707,0.69443,1.22709,0.99511,0.99683,0.9945,0.59281,1.38506,0.66549,1.25693,0.000445625,0.000445625,0.000445625
54,1857.2,1.41933,0.66975,1.2098,0.99506,0.99674,0.99479,0.59707,1.39336,0.66152,1.25959,0.000430156,0.000430156,0.000430156
55,1892.37,1.41709,0.67214,1.20216,0.99494,0.99668,0.99485,0.5979,1.38613,0.65235,1.26211,0.000414688,0.000414688,0.000414688
56,1927.29,1.43739,0.65985,1.19929,0.99473,0.99732,0.99479,0.60308,1.36726,0.6462,1.25487,0.000399219,0.000399219,0.000399219
57,1962.39,1.4184,0.67121,1.20498,0.9924,0.99656,0.99397,0.601,1.38284,0.663,1.26341,0.00038375,0.00038375,0.00038375
58,1997.51,1.40102,0.66298,1.19588,0.99353,0.99656,0.99334,0.58853,1.40514,0.66821,1.2696,0.000368281,0.000368281,0.000368281
59,2031.76,1.41332,0.66706,1.19169,0.99506,0.99719,0.99437,0.60183,1.36157,0.64592,1.25123,0.000352812,0.000352812,0.000352812
60,2066.21,1.42118,0.66047,1.19991,0.99468,0.99727,0.9945,0.60408,1.3543,0.63993,1.25171,0.000337344,0.000337344,0.000337344
61,2101.08,1.41639,0.66598,1.20737,0.99462,0.9971,0.99464,0.60561,1.35198,0.63271,1.24279,0.000321875,0.000321875,0.000321875
62,2135.26,1.41412,0.65941,1.19342,0.99472,0.99622,0.99453,0.6034,1.3511,0.63449,1.23655,0.000306406,0.000306406,0.000306406
63,2169.09,1.42625,0.68132,1.22678,0.99419,0.99643,0.99408,0.61433,1.32565,0.63118,1.23013,0.000290937,0.000290937,0.000290937
64,2203.23,1.42379,0.66237,1.19561,0.99415,0.99667,0.9935,0.61775,1.31823,0.62382,1.22589,0.000275469,0.000275469,0.000275469
65,2237.31,1.41365,0.65017,1.19744,0.99434,0.99713,0.99361,0.61568,1.32868,0.62002,1.23107,0.00026,0.00026,0.00026
66,2271.53,1.37828,0.65826,1.18956,0.9947,0.99721,0.99421,0.61647,1.32666,0.61564,1.23081,0.000244531,0.000244531,0.000244531
67,2305.57,1.40922,0.64645,1.2124,0.99484,0.99732,0.99435,0.62023,1.31753,0.61475,1.22627,0.000229063,0.000229063,0.000229063
68,2340.06,1.36147,0.65421,1.1925,0.9949,0.99732,0.99447,0.61922,1.31124,0.61605,1.22185,0.000213594,0.000213594,0.000213594
69,2374.07,1.36759,0.64214,1.19771,0.99506,0.99732,0.99438,0.61749,1.30923,0.61137,1.22013,0.000198125,0.000198125,0.000198125
70,2408.03,1.36601,0.64828,1.18469,0.99497,0.99732,0.99388,0.62332,1.30005,0.60617,1.21422,0.000182656,0.000182656,0.000182656
71,2440.96,1.34907,0.64598,1.22244,0.9948,0.99732,0.99383,0.62176,1.30603,0.61738,1.21128,0.000167188,0.000167188,0.000167188
72,2474,1.36506,0.63566,1.21722,0.99482,0.99719,0.99427,0.61832,1.31908,0.63279,1.21133,0.000151719,0.000151719,0.000151719
73,2506.88,1.34376,0.63879,1.20516,0.99496,0.9971,0.99445,0.61523,1.32595,0.62772,1.21507,0.00013625,0.00013625,0.00013625
74,2539.76,1.3544,0.6276,1.22428,0.99516,0.99714,0.99425,0.62246,1.30235,0.61607,1.2096,0.000120781,0.000120781,0.000120781
75,2572.64,1.33831,0.61432,1.20513,0.99518,0.99712,0.99381,0.62856,1.27857,0.61012,1.20097,0.000105312,0.000105312,0.000105312
76,2605.56,1.32355,0.60315,1.21395,0.99514,0.99708,0.99348,0.63159,1.26775,0.60463,1.19795,8.98437e-05,8.98437e-05,8.98437e-05
77,2638.59,1.34045,0.64767,1.19729,0.99507,0.99708,0.99351,0.63494,1.2599,0.60217,1.19553,7.4375e-05,7.4375e-05,7.4375e-05
78,2671.41,1.34255,0.61416,1.2403,0.99502,0.99707,0.99385,0.63659,1.2557,0.60027,1.19622,5.89062e-05,5.89062e-05,5.89062e-05
79,2704.75,1.3131,0.60224,1.1783,0.99496,0.99709,0.99414,0.63638,1.25511,0.59943,1.19664,4.34375e-05,4.34375e-05,4.34375e-05
80,2739.06,1.32808,0.59917,1.20912,0.99496,0.99711,0.99418,0.63633,1.25464,0.59843,1.19654,2.79687e-05,2.79687e-05,2.79687e-05
