epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,1089.57,1.50659,0.76694,0.88171,0.92553,0.98498,0.97737,0.61843,1.43352,0.82594,0.86519,0.000693125,0.000693125,0.000693125
38,1119.35,1.5224,0.77428,0.88841,0.92719,0.98266,0.97836,0.62172,1.40787,0.8105,0.86419,0.000677656,0.000677656,0.000677656
39,1148.76,1.50229,0.7758,0.88729,0.93099,0.9843,0.97991,0.63762,1.37537,0.7983,0.86125,0.000662188,0.000662188,0.000662188
40,1178.46,1.54547,0.76933,0.87144,0.92791,0.97944,0.98083,0.64393,1.39529,0.79086,0.86423,0.000646719,0.000646719,0.000646719
41,1208.09,1.50166,0.78938,0.90309,0.9261,0.97307,0.98064,0.65528,1.37028,0.79725,0.85996,0.00063125,0.00063125,0.00063125
42,1237.83,1.51222,0.75538,0.87316,0.93303,0.97718,0.98121,0.66322,1.34462,0.78255,0.85602,0.000615781,0.000615781,0.000615781
43,1267.43,1.45081,0.76747,0.87747,0.93161,0.98425,0.98065,0.66038,1.3565,0.75907,0.85702,0.000600313,0.000600313,0.000600313
44,1297.82,1.50302,0.76767,0.89698,0.93172,0.97944,0.97905,0.64433,1.38223,0.82086,0.86243,0.000584844,0.000584844,0.000584844
45,1328.38,1.46907,0.74336,0.86929,0.92986,0.98204,0.9807,0.6463,1.37231,0.78847,0.86211,0.000569375,0.000569375,0.000569375
46,1358.06,1.49011,0.7572,0.88201,0.92797,0.98289,0.98182,0.66481,1.33785,0.76279,0.86099,0.000553906,0.000553906,0.000553906
47,1387.94,1.49287,0.7345,0.89019,0.93022,0.98007,0.98119,0.66517,1.33066,0.75836,0.86136,0.000538438,0.000538438,0.000538438
48,1419.26,1.53314,0.75302,0.88483,0.9362,0.98977,0.98075,0.66523,1.3348,0.73968,0.86006,0.000522969,0.000522969,0.000522969
49,1450.51,1.45424,0.73281,0.86315,0.93894,0.98875,0.9819,0.67268,1.31953,0.7245,0.85727,0.0005075,0.0005075,0.0005075
50,1481.02,1.46757,0.71514,0.88387,0.93854,0.98953,0.98292,0.67791,1.30713,0.71498,0.85589,0.000492031,0.000492031,0.000492031
51,1511.58,1.41157,0.718,0.87977,0.93876,0.99061,0.98308,0.67925,1.30208,0.70972,0.85555,0.000476562,0.000476562,0.000476562
52,1541.48,1.43667,0.69988,0.86741,0.95507,0.98709,0.98352,0.66862,1.32327,0.6996,0.85741,0.000461094,0.000461094,0.000461094
53,1571.24,1.47414,0.69543,0.89526,0.95646,0.98866,0.98361,0.67413,1.31747,0.7009,0.85546,0.000445625,0.000445625,0.000445625
54,1601.28,1.48425,0.73241,0.88411,0.94635,0.98605,0.98274,0.66825,1.3148,0.6999,0.85623,0.000430156,0.000430156,0.000430156
55,1631.09,1.43787,0.68749,0.8768,0.94347,0.98806,0.98262,0.66868,1.30517,0.70333,0.85677,0.000414688,0.000414688,0.000414688
56,1661,1.4358,0.70728,0.87774,0.954,0.99133,0.98271,0.66539,1.33677,0.70831,0.85701,0.000399219,0.000399219,0.000399219
57,1691.11,1.42001,0.69186,0.88637,0.95546,0.98988,0.98214,0.66295,1.34891,0.70276,0.85742,0.00038375,0.00038375,0.00038375
58,1721.1,1.4237,0.69138,0.88672,0.95789,0.9876,0.9821,0.67105,1.31482,0.69418,0.85271,0.000368281,0.000368281,0.000368281
59,1750.92,1.47629,0.69578,0.88137,0.95256,0.99113,0.98252,0.67032,1.31097,0.68781,0.85241,0.000352812,0.000352812,0.000352812
60,1780.72,1.42656,0.71559,0.87108,0.95242,0.99207,0.98274,0.66292,1.33581,0.70216,0.85426,0.000337344,0.000337344,0.000337344
61,1810.31,1.4303,0.68093,0.8862,0.95365,0.99354,0.9832,0.6551,1.35266,0.70329,0.85637,0.000321875,0.000321875,0.000321875
62,1840.11,1.44465,0.67579,0.8984,0.96509,0.98875,0.98315,0.65598,1.33088,0.68326,0.85563,0.000306406,0.000306406,0.000306406
63,1870.02,1.41538,0.68613,0.88227,0.96433,0.98971,0.98269,0.66112,1.31009,0.67628,0.85468,0.000290937,0.000290937,0.000290937
64,1900.01,1.42327,0.66778,0.86345,0.95654,0.991,0.98339,0.67103,1.29839,0.68236,0.85307,0.000275469,0.000275469,0.000275469
65,1929.77,1.38007,0.65866,0.88679,0.95557,0.99202,0.98384,0.6684,1.31102,0.69025,0.85453,0.00026,0.00026,0.00026
66,1959.68,1.43014,0.66477,0.86692,0.94889,0.99421,0.9843,0.67051,1.30029,0.68233,0.85453,0.000244531,0.000244531,0.000244531
67,1989.46,1.38184,0.65478,0.86299,0.9494,0.99398,0.98422,0.67609,1.28972,0.6744,0.85255,0.000229063,0.000229063,0.000229063
68,2019.42,1.4166,0.67538,0.86067,0.94997,0.99239,0.98435,0.67954,1.28666,0.66558,0.85127,0.000213594,0.000213594,0.000213594
69,2049.39,1.40921,0.678,0.87492,0.95013,0.99161,0.98446,0.67687,1.29067,0.66638,0.85213,0.000198125,0.000198125,0.000198125
70,2079.07,1.4195,0.68114,0.88709,0.95034,0.99141,0.98524,0.67635,1.2986,0.67151,0.85322,0.000182656,0.000182656,0.000182656
71,2107.28,1.42064,0.70495,0.90239,0.94996,0.99253,0.98551,0.6793,1.29605,0.67486,0.85186,0.000167188,0.000167188,0.000167188
72,2135.35,1.42311,0.70095,0.89326,0.95218,0.99054,0.98643,0.67966,1.29724,0.67055,0.85161,0.000151719,0.000151719,0.000151719
73,2163.35,1.38624,0.68203,0.89428,0.95604,0.98926,0.98658,0.68199,1.28158,0.6642,0.85027,0.00013625,0.00013625,0.00013625
74,2191.59,1.4005,0.66854,0.9006,0.95514,0.98526,0.98668,0.68548,1.261,0.66548,0.84861,0.000120781,0.000120781,0.000120781
75,2219.76,1.38407,0.68052,0.88807,0.95513,0.98376,0.98658,0.68395,1.26369,0.66704,0.84968,0.000105312,0.000105312,0.000105312
76,2247.86,1.36834,0.66836,0.88738,0.94113,0.99393,0.98623,0.68526,1.26466,0.6647,0.85041,8.98437e-05,8.98437e-05,8.98437e-05
77,2275.99,1.3739,0.67298,0.87897,0.9423,0.99376,0.98546,0.68538,1.26361,0.66206,0.85028,7.4375e-05,7.4375e-05,7.4375e-05
78,2304.07,1.36462,0.66113,0.87991,0.94584,0.9898,0.98486,0.68483,1.25983,0.65356,0.84957,5.89062e-05,5.89062e-05,5.89062e-05
79,2332.14,1.377,0.66253,0.88738,0.95618,0.98694,0.9845,0.6856,1.25935,0.65011,0.84956,4.34375e-05,4.34375e-05,4.34375e-05
80,2360.38,1.36219,0.66602,0.89031,0.96111,0.98691,0.98418,0.68462,1.25631,0.64541,0.84948,2.79687e-05,2.79687e-05,2.79687e-05
