epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1122.37,1.15718,1.02347,0.96507,0.83814,0.7312,0.83556,0.51616,1.09919,0.97555,0.92714,0.000345313,0.000345313,0.000345313
27,1167.77,1.10697,0.95326,0.94764,0.86682,0.7685,0.85652,0.53273,1.1075,0.93019,0.92932,0.000339125,0.000339125,0.000339125
28,1211.6,1.19473,0.96508,0.95137,0.77453,0.84825,0.86833,0.55903,1.08102,0.90567,0.92999,0.000332938,0.000332938,0.000332938
29,1254.47,1.16941,0.94593,0.92635,0.80296,0.84459,0.88058,0.57241,1.06933,0.88632,0.92434,0.00032675,0.00032675,0.00032675
30,1297.15,1.17617,0.9569,0.96638,0.83843,0.85706,0.88459,0.57607,1.07533,0.88073,0.92452,0.000320562,0.000320562,0.000320562
31,1339.78,1.13348,0.91218,0.93371,0.86457,0.87753,0.89744,0.57458,1.07712,0.88095,0.92394,0.000314375,0.000314375,0.000314375
32,1382.96,1.15955,0.92484,0.92982,0.82596,0.85443,0.89056,0.58147,1.06611,0.86985,0.91869,0.000308188,0.000308188,0.000308188
33,1425.47,1.14477,0.88346,0.92643,0.83807,0.83319,0.89667,0.58925,1.0538,0.85484,0.91683,0.000302,0.000302,0.000302
34,1468.86,1.10774,0.88511,0.95564,0.89276,0.76417,0.89795,0.58347,1.06053,0.85759,0.92067,0.000295813,0.000295813,0.000295813
35,1512.06,1.12707,0.89745,0.95325,0.84784,0.81707,0.90918,0.59917,1.04964,0.86714,0.91825,0.000289625,0.000289625,0.000289625
36,1557.66,1.13483,0.89458,0.94279,0.88096,0.88781,0.92565,0.61142,1.04593,0.8245,0.9184,0.000283437,0.000283437,0.000283437
37,1602.67,1.14537,0.88289,0.95339,0.91639,0.88824,0.92934,0.61476,1.03513,0.79674,0.91494,0.00027725,0.00027725,0.00027725
38,1646.05,1.13326,0.85622,0.94875,0.86102,0.90297,0.93134,0.62272,1.03208,0.8558,0.91292,0.000271062,0.000271062,0.000271062
39,1689.48,1.12514,0.86207,0.94478,0.89911,0.92118,0.94279,0.62462,1.03678,0.79543,0.91664,0.000264875,0.000264875,0.000264875
40,1734.72,1.11704,0.84352,0.93299,0.92072,0.8964,0.93578,0.62338,1.03421,0.76316,0.91315,0.000258687,0.000258687,0.000258687
41,1778.89,1.09595,0.79835,0.93615,0.87998,0.89384,0.93276,0.62077,1.02658,0.77692,0.91193,0.0002525,0.0002525,0.0002525
42,1822.86,1.10978,0.83017,0.92861,0.89754,0.91157,0.94436,0.62954,1.01465,0.75699,0.91027,0.000246313,0.000246313,0.000246313
43,1866.16,1.19358,1.50855,0.90894,0.88332,0.91792,0.95083,0.64195,1.01345,0.75677,0.90912,0.000240125,0.000240125,0.000240125
44,1910.09,1.14043,0.8957,0.98545,0.90146,0.92834,0.95592,0.64902,1.00536,0.76247,0.90654,0.000233938,0.000233938,0.000233938
45,1954.42,1.10054,0.79171,0.92517,0.90928,0.92838,0.95773,0.64647,1.01163,0.75986,0.90802,0.00022775,0.00022775,0.00022775
46,1998.15,1.081,0.79562,0.93713,0.91083,0.92898,0.95943,0.64486,1.02787,0.72577,0.91194,0.000221562,0.000221562,0.000221562
47,2042.98,1.07723,0.77118,0.93917,0.93437,0.92217,0.96211,0.6602,0.99554,0.71792,0.90636,0.000215375,0.000215375,0.000215375
48,2086.63,1.08054,0.7527,0.92418,0.90879,0.92416,0.95908,0.65399,0.9949,0.74059,0.9043,0.000209188,0.000209188,0.000209188
49,2130.22,1.10894,0.77004,0.93666,0.92591,0.92544,0.96143,0.66319,0.99381,0.76091,0.90694,0.000203,0.000203,0.000203
50,2173.35,1.09959,0.77767,0.92941,0.90766,0.9333,0.96329,0.66186,1.01648,0.73937,0.91109,0.000196812,0.000196812,0.000196812
51,2216.19,1.09967,0.79316,0.92898,0.92011,0.93112,0.967,0.66764,0.98724,0.71734,0.90359,0.000190625,0.000190625,0.000190625
52,2262.05,1.06115,0.7636,0.92298,0.89773,0.93278,0.97143,0.66385,1.0089,0.71434,0.90983,0.000184438,0.000184438,0.000184438
53,2305.23,1.03547,0.74543,0.9261,0.92394,0.9423,0.97116,0.66589,0.988,0.70816,0.90597,0.00017825,0.00017825,0.00017825
54,2348.54,1.07802,0.75657,0.91484,0.93592,0.94475,0.9665,0.65936,1.00073,0.69886,0.90786,0.000172063,0.000172063,0.000172063
55,2391.69,1.07508,0.75382,0.93226,0.93125,0.93996,0.96743,0.65764,0.98619,0.69162,0.90531,0.000165875,0.000165875,0.000165875
56,2434.96,1.06538,0.74259,0.91309,0.91492,0.91947,0.96974,0.6605,0.99322,0.69672,0.90394,0.000159688,0.000159688,0.000159688
57,2479.37,1.08287,0.74139,0.92123,0.92031,0.93641,0.96788,0.66575,0.97471,0.68891,0.90168,0.0001535,0.0001535,0.0001535
58,2523.43,1.06163,0.72349,0.903,0.93385,0.95018,0.96789,0.65879,0.98056,0.68223,0.90168,0.000147312,0.000147312,0.000147312
59,2566.93,1.05142,0.71665,0.90952,0.92874,0.94889,0.97111,0.66267,0.98329,0.67999,0.90144,0.000141125,0.000141125,0.000141125
60,2610.95,1.03126,0.73893,0.9298,0.94528,0.9514,0.97308,0.66847,0.97432,0.67262,0.89973,0.000134937,0.000134937,0.000134937
61,2654.52,1.03152,0.72911,0.90455,0.94331,0.93869,0.97106,0.66817,0.9707,0.67767,0.89885,0.00012875,0.00012875,0.00012875
62,2698.22,1.04269,0.72197,0.92333,0.94098,0.92726,0.96769,0.67514,0.95865,0.67868,0.89863,0.000122563,0.000122563,0.000122563
63,2741.96,1.04592,0.72861,0.92738,0.93761,0.92956,0.96745,0.67073,0.96284,0.67158,0.89898,0.000116375,0.000116375,0.000116375
64,2785.94,1.06525,0.73626,0.91271,0.92024,0.94977,0.97052,0.67999,0.94365,0.66111,0.89525,0.000110188,0.000110188,0.000110188
65,2829.02,1.04248,0.72411,0.90717,0.91496,0.95727,0.97465,0.68146,0.94357,0.66186,0.89569,0.000104,0.000104,0.000104
66,2873.75,1.05709,0.73078,0.91804,0.91525,0.95126,0.97606,0.68572,0.95047,0.66499,0.89692,9.78125e-05,9.78125e-05,9.78125e-05
67,2917.49,1.02637,0.73737,0.93329,0.93626,0.94145,0.97369,0.67854,0.96272,0.67043,0.89853,9.1625e-05,9.1625e-05,9.1625e-05
68,2962.78,1.04878,0.74127,0.9244,0.93296,0.9457,0.9722,0.68106,0.9576,0.66488,0.89655,8.54375e-05,8.54375e-05,8.54375e-05
69,3006.53,1.04452,0.72345,0.90698,0.93107,0.95577,0.9736,0.68629,0.93975,0.65802,0.89435,7.925e-05,7.925e-05,7.925e-05
70,3051.11,1.01347,0.69191,0.90787,0.9433,0.9511,0.97679,0.68868,0.94729,0.65016,0.89666,7.30625e-05,7.30625e-05,7.30625e-05
71,3093.67,1.01036,0.77792,0.94432,0.94927,0.94243,0.97415,0.68155,0.94933,0.6542,0.89672,6.6875e-05,6.6875e-05,6.6875e-05
72,3137.31,1.00936,0.75608,0.94414,0.94837,0.93793,0.97249,0.68314,0.94745,0.68074,0.89594,6.06875e-05,6.06875e-05,6.06875e-05
73,3180.16,1.03338,0.75426,0.92499,0.94234,0.94167,0.97375,0.68309,0.94579,0.69237,0.89449,5.45e-05,5.45e-05,5.45e-05
74,3225.2,1.00326,0.76792,0.93056,0.94524,0.93316,0.97533,0.68449,0.93992,0.69063,0.89389,4.83125e-05,4.83125e-05,4.83125e-05
75,3267.85,1.04075,0.80613,0.91167,0.94738,0.93153,0.97257,0.68205,0.93622,0.67584,0.89355,4.2125e-05,4.2125e-05,4.2125e-05
76,3310.48,1.01721,0.74332,0.93148,0.95328,0.94143,0.97122,0.68282,0.93055,0.65714,0.89169,3.59375e-05,3.59375e-05,3.59375e-05
77,3353.43,0.96141,0.71792,0.91398,0.95161,0.94178,0.96973,0.68063,0.92912,0.65277,0.89157,2.975e-05,2.975e-05,2.975e-05
78,3396.33,0.957,0.72046,0.9099,0.95123,0.93836,0.97332,0.68057,0.92618,0.64933,0.8914,2.35625e-05,2.35625e-05,2.35625e-05
79,3439.57,1.00239,0.73825,0.94562,0.95043,0.93992,0.97388,0.68133,0.92511,0.64787,0.89133,1.7375e-05,1.7375e-05,1.7375e-05
80,3481.77,0.98158,0.75215,0.90919,0.95355,0.93973,0.97451,0.68268,0.92468,0.6473,0.89124,1.11875e-05,1.11875e-05,1.11875e-05
